species_slug,dexnum_int,entry_order,flavor_text_en
raticate,20,6,"RATICATE’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses."
raticate,20,7,"A RATICATE’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses."
raticate,20,8,"Its rear feet have three toes each. They are webbed, enabling it to swim across rivers."
raticate,20,9,It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.
raticate,20,10,It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.
raticate,20,11,Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnawing on them.
raticate,20,12,"Its whiskers help it to maintain balance. Its fangs never stop growing, so it gnaws to pare them down."
raticate,20,13,"With its long fangs, this surprisingly violent Pokémon can gnaw away even thick concrete with ease."
raticate,20,14,The webs on its hind legs enable it to cross rivers. It searches wide areas for food.
raticate,20,15,"Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses."
raticate,20,16,"Its hind feet are webbed, so it’s a strong swimmer. It can cross rivers and sometimes even oceans."
raticate,20,17,"Its disposition is far more violent than its looks would suggest. Don’t let your hand get too close to its face, as it could bite your hand clean off."
raticate,20,18,People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola.
raticate,20,19,"Its whiskers are essential for maintaining its balance. No matter how friendly you are, it will get angry and bite you if you touch its whiskers."
spearow,21,1,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey."
spearow,21,2,Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.
spearow,21,3,"Inept at flying high. However, it can fly around very fast to protect its ter­ ritory."
spearow,21,4,It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.
spearow,21,5,"Very protective of its territory, it flaps its short wings busily to dart around at high speed."
spearow,21,6,"To protect its territory, it flies around ceaselessly, making high- pitched cries."
spearow,21,7,"SPEAROW has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
spearow,21,8,"Its loud cry can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
spearow,21,9,"It busily flits around here and there. Even if it is frail, it can be a tough foe that uses MIRROR MOVE."
spearow,21,10,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
spearow,21,11,Its short wings make it inept at flying. It moves about hurriedly and pecks at Bug-type Pokémon in the tall grass.
spearow,21,12,Farmers whose fields are troubled by bug Pokémon appreciate Spearow for its vigorous appetite and look after it.
spearow,21,13,Its reckless nature leads it to stand up to others—even large Pokémon—if it has to protect its territory.
spearow,21,14,"Due to its short wings, it can’t fly long distances. It wanders about restlessly and pecks at bug Pokémon."
spearow,21,15,"Inept at flying high. However, it can fly around very fast to protect its territory."
fearow,22,1,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
fearow,22,2,"A POKéMON that dates back many years. If it senses danger, it flies high and away, instantly."
fearow,22,3,"It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey."
fearow,22,4,"It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground."
fearow,22,5,"It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution."
fearow,22,6,FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
fearow,22,7,Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey.
fearow,22,8,Its huge and magnificent wings can keep it aloft in the sky. It can remain flying a whole day without landing.
fearow,22,9,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
fearow,22,10,It has the stamina to keep flying all day on its broad wings. It fights by using its sharp beak.
fearow,22,11,Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
fearow,22,12,It’s tough and has excellent stamina. It has no problem flying continuously for a whole day carrying a heavy load.
fearow,22,13,Drawings of a Pokémon resembling Fearow can be seen in murals from deep in ancient history.
fearow,22,14,Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash!
fearow,22,15,"In Alola, fish Pokémon are its prey. It can be seen circling above the ocean searching for food."
fearow,22,16,"A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly."
ekans,23,1,"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole."
ekans,23,2,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
ekans,23,3,"It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however."
ekans,23,4,"It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless."
ekans,23,5,"It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole."
ekans,23,6,EKANS curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans,23,7,An EKANS curls itself up in a spiral while it rests. This position allows it to quickly respond to an enemy from any direction with a threat from its upraised head.
ekans,23,8,"A very common sight in grassland, etc. It flicks its tongue in and out to sense danger in its surroundings."
ekans,23,9,"Moving silently and stealthily, it eats the eggs of birds, such as PIDGEY and SPEAROW, whole."
ekans,23,10,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans,23,11,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
ekans,23,12,"Moving silently and stealthily, it eats the eggs of birds, such as Pidgey and Spearow, whole."
ekans,23,13,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans,23,14,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests."
ekans,23,15,"The eggs of bird Pokémon are its favorite food. It swallows eggs whole, so sometimes an egg gets stuck, and Ekans faints."
arbok,24,1,It is rumored that the ferocious warning markings on its belly differ from area to area.
arbok,24,2,The frightening patterns on its belly have been studied. Six variations have been confirmed.
arbok,24,3,"Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim."
arbok,24,4,"With a very venge­ ful nature, it won't give up the chase, no matter how far, once it targets its prey."
arbok,24,5,"To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth."
arbok,24,6,"This POKéMON is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once ARBOK wraps its body around its foe, escaping its crunching embrace is impossible."
arbok,24,7,"This POKéMON has a terrifically strong constricting power. It can even flatten steel oil drums. Once it wraps its body around its foe, escaping is impossible."
